dataValor,pais,filial,alugadas_total,alugadas_0km,alugadas_semi,alugadas_usada,frota_op_total,frota_op_0km,frota_op_semi,frota_op_usada,pronta_total,pronta_0km,pronta_semi,pronta_usada,manutencao_total,manutencao_0km,manutencao_semi,manutencao_usada,transito_0km_total,fabrica_0km_total,administrativo_total,venda_total,venda_mm,venda_direta_doacao,venda_ag_leilao,perda_total,roubada_total,transito_entre_ag_total,indisponivel_total,apreendida_total,apropriacao_total,indisponiveis_regulatorio_total,recebida_0km,transito_0km,qtd_faturada_mes,qtd_produzidas,qtd_vendas_0km,qtd_vendas_semi,qtd_vendas_usada,qtd_internas,qtd_cliente,mec_total,mec_presentes,mec_na_rampa,lugarId,cidade,regiao,estado,populacao,terceiro,populacao_percentil,populacao_cluster,regiao_consolidada,modelo_operacao,hierarquia_urbana,classificacao_populacao
2025-03-31,Brasil,Mottu Juazeiro,992,642,174,176,1167,143,13,19,31,23,4,4,18,1,5,12,80,0,1,0,0,0,0,0,2,0,7,1,2,4,39,0,160,107,29,39,38,62,434,,,,45,Juazeiro,Nordeste,BA,244406,0,3,B,Nordeste,Filial Mottu,Interior,Centro Local
2025-03-31,Brasil,Mottu Juazeiro do Norte,815,516,122,177,909,73,13,8,58,43,8,7,4,1,3,0,0,0,1,2,1,0,1,0,0,0,3,1,0,2,29,0,80,66,51,27,12,74,420,,,,46,Juazeiro do Norte,Nordeste,CE,269435,0,3,B,Nordeste,Filial Mottu,Interior,Centro Local
2025-03-31,México,Mottu Cancún,281,242,0,39,286,0,5,0,3,0,3,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,1,1,0,0,0,,,118,0,19,20,157,,,,,,,,,,,,,Outros,Interior,Centro Local
2025-03-31,México,Mottu CDMX Cien Metros,72,51,0,21,85,6,4,3,6,6,0,0,4,0,3,1,0,382,1,0,0,0,0,0,0,0,6,4,2,0,0,0,,,72,0,25,3,0,,,,,,,,,,,,,Outros,Interior,Centro Local
2025-03-31,Brasil,Mottu Santa Bárbara - Bizelli Motos,19,19,0,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,26,0,0,,,,,,182,Santa Bárbara D'Oeste,Sudeste,SP,183447,1,3,B,Sudeste,ASP,Interior,Centro Local
2025-03-31,Brasil,Mottu Tatuí,3,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,1,1,0,0,,,,,,119,Tatuí,Sudeste,SP,122991,1,2,C,Sudeste,ASP,Interior,Centro Local
2025-07-31,Brasil,Mottu Santos,1368,447,154,767,1674,110,27,169,141,30,13,98,35,0,7,28,80,0,1,31,31,0,0,0,8,1,51,1,6,43,0,0,,56,68,50,63,245,1190,,,,24,Santos,Sudeste,SP,414029,0,4,A,Sudeste,Filial Mottu,Interior,Centro Local
2025-07-31,Brasil,Mottu Brasília,850,291,72,487,1158,185,29,94,256,171,21,64,3,0,0,3,2,0,2,73,57,9,7,2,6,0,37,0,14,23,10,0,160,149,57,19,38,146,485,,,,10,Brasília,Centro-oeste,DF,2923369,0,5,S,Centro-oeste,Filial Mottu,Capital,Centro Local
2025-07-31,Brasil,Mottu São Carlos,340,183,66,91,470,90,26,14,108,84,15,9,11,1,7,3,0,0,0,0,0,0,0,0,0,0,6,0,2,4,5,0,80,40,26,7,16,44,121,,,,64,São Carlos,Sudeste,SP,256898,0,3,B,Sudeste,Filial Mottu,Interior,Centro Local
2025-07-31,Brasil,Mottu Jacarepaguá,237,212,10,15,323,12,16,58,49,11,6,32,35,0,9,26,0,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,80,105,64,9,17,2,5,,,,248,Rio de Janeiro,Sudeste,RJ,6625849,0,5,S,Rio de Janeiro (Capital),Filial Mottu,Capital,Centro Local
2025-07-31,Brasil,Mottu Suzano,75,74,1,0,80,4,0,1,2,2,0,0,2,1,0,1,0,0,0,4,4,0,0,0,0,0,1,0,0,1,0,0,,9,29,0,0,,,,,,187,Suzano,Sudeste,SP,330710,1,4,A,Sudeste,ASP,Interior,Centro Local
2025-07-31,Brasil,Mottu Vitória de Santo Antão,155,133,9,13,209,50,4,0,53,50,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,28,6,0,5,44,,,,250,Vitória de Santo Antão,Nordeste,PE,135182,0,2,C,Nordeste,Filial Mottu,Interior,Centro Local
2025-07-31,Brasil,Mottu Soledade,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,,,,,,373,Soledade,Nordeste,PB,13955,1,1,D,Nordeste,ASP,Interior,Centro Local
2025-07-31,Brasil,Mottu Araucária,27,27,0,0,32,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,5,0,0,,,,,,234,Araucária,Sul,PR,166699,1,3,B,Sul,ASP,Interior,Centro Local
2025-07-31,Brasil,Mottu Itamaraju,35,35,0,0,52,17,0,0,17,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,0,0,,,,,,303,Itamaraju,Nordeste,BA,60831,1,1,D,Nordeste,ASP,Interior,Centro Local
2025-07-31,Brasil,Mottu Apucarana,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,,,,,,230,Apucarana,Sul,PR,135969,1,2,C,Sul,ASP,Interior,Centro Local
2025-07-31,Brasil,Mottu Jaraguá do Sul,10,10,0,0,13,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,,,,,,286,Jaraguá do Sul,Sul,SC,193304,1,3,B,Sul,ASP,Interior,Centro Local
2025-07-31,Brasil,Mottu Andradina,12,12,0,0,16,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,0,0,,,,,,237,Andradina,Sudeste,SP,59464,1,1,D,Sudeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Florianópolis,952,340,144,468,1233,45,54,182,83,4,39,40,94,1,9,84,0,0,2,40,39,1,0,0,4,19,49,2,5,42,40,0,,32,14,31,88,164,458,7.321428571428571,6.791666666666666,5.5357142857142865,32,Florianópolis,Sul,SC,574200,0,4,A,Sul,Filial Mottu,Interior,Centro Local
2026-02-28,Brasil,Mottu Montes Claros,695,435,143,117,785,25,36,31,56,23,21,12,21,0,12,9,0,0,0,0,0,0,0,0,1,0,20,8,8,4,2,0,,,23,17,22,51,136,2.571428571428572,3.833333333333333,1.8214285714285712,57,Montes Claros,Sudeste,MG,436970,0,4,A,Sudeste,Filial Mottu,Interior,Centro Local
2026-02-28,Brasil,Mottu Pelotas,253,198,38,17,379,79,44,4,95,75,17,3,22,0,21,1,0,0,1,1,1,0,0,0,0,3,3,0,2,1,4,0,,,15,5,6,18,36,1.0,0.9166666666666665,0.6785714285714286,203,Pelotas,Sul,RS,324026,0,4,A,Sul,Filial Mottu,Interior,Centro Local
2026-02-28,Brasil,Mottu Patos de Minas,31,21,3,7,123,68,14,10,86,65,12,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,,,6,1,0,0,1,1.0,0.0,0.0,509,Patos de Minas,Sudeste,MG,159434,0,3,B,Sudeste,Filial Mottu,Interior,Centro Local
2026-02-28,Brasil,Mottu Porto Velho,2041,1299,438,304,2272,47,122,62,141,47,73,21,70,0,39,31,0,0,0,0,0,0,0,0,2,0,20,7,6,7,0,0,,,64,61,55,104,392,4.928571428571429,6.874999999999999,2.714285714285714,59,Porto Velho,Norte,RO,461748,0,4,A,Norte,Filial Mottu,Capital,Centro Local
2026-02-28,Brasil,Mottu Limeira - MS Motos,157,135,19,3,175,10,4,4,13,10,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,,1,18,6,4,5,1,,,0.0,96,Limeira,Sudeste,SP,305169,1,4,A,Sudeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Guarujá,70,70,0,0,80,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,0,0,,,,,,210,Guarujá,Sudeste,SP,311116,1,4,A,Sudeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Palmas,829,491,185,153,964,60,27,50,74,59,8,7,60,1,17,42,0,0,0,1,0,0,1,0,0,0,5,1,0,4,0,0,80,34,39,13,18,34,244,3.0,1.4999999999999996,1.0000000000000002,60,Palmas,Norte,TO,334454,0,4,A,Norte,Filial Mottu,Capital,Centro Local
2026-02-28,Brasil,Mottu Maranguape - JP Motos,0,0,0,0,16,1,11,4,6,1,4,1,10,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,776,Maranguape,Nordeste,CE,93155,1,2,C,Nordeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Caraguatatuba,177,165,7,5,183,0,3,3,3,0,1,2,3,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,27,35,2,8,4,0,0.0,,0.0,213,Caraguatatuba,Sudeste,SP,132558,1,2,C,Sudeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Taquaritinga,30,26,0,4,44,13,0,1,13,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,4,0,0,,,,,,543,Taquaritinga,Sudeste,SP,51833,1,1,D,Sudeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Navegantes,75,74,0,1,86,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,0,0,,,,,,288,Navegantes,Sul,SC,88655,1,2,C,Sul,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Mauriti,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,403,Mauriti,Nordeste,CE,45365,1,1,D,Nordeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Santa Cruz do Capibaribe,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,344,Santa Cruz do Capibaribe,Nordeste,PE,97386,1,2,C,Nordeste,ASP,Interior,Centro Local
2026-02-28,Brasil,Mottu Fernandópolis,65,65,0,0,66,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,0,0,,,,,,334,Fernandópolis,Sudeste,SP,71826,1,1,D,Sudeste,ASP,Interior,Centro Local
2025-02-28,Brasil,Mottu Guarulhos,1100,344,36,720,1351,82,20,149,32,0,10,22,93,1,4,88,80,0,1,22,4,7,11,0,0,0,47,0,1,46,0,0,80,25,15,27,76,226,1182,,,,83,Guarulhos,Sudeste,SP,1383272,0,5,S,Sudeste,Filial Mottu,Interior,Centro Local
2025-02-28,Brasil,Mottu Goiânia,1578,230,22,1326,2144,6,29,531,58,0,7,51,305,1,17,287,0,0,2,24,24,0,0,0,2,101,109,3,17,81,1,0,,,4,10,92,334,1515,,,,15,Goiânia,Centro-oeste,GO,1414483,0,5,S,Centro-oeste,Filial Mottu,Capital,Centro Local
2025-02-28,Brasil,Mottu Praia Grande,1075,259,65,751,1212,0,14,123,64,0,8,56,21,0,2,19,0,0,0,0,0,0,0,0,1,0,52,4,1,47,0,0,,6,4,32,104,286,1077,,,,82,Praia Grande,Sudeste,SP,344834,0,4,A,Sudeste,Filial Mottu,Interior,Centro Local
2025-02-28,Brasil,Mottu Palmas,463,269,80,114,560,80,16,1,14,5,9,0,4,0,2,2,71,0,1,0,0,0,0,0,0,0,7,4,2,1,3,0,80,73,5,28,23,35,250,,,,60,Palmas,Norte,TO,334454,0,4,A,Norte,Filial Mottu,Capital,Centro Local
2025-02-28,Brasil,Mottu Santa Bárbara - Bizelli Motos,10,10,0,0,12,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,15,0,0,,,,,,182,Santa Bárbara D'Oeste,Sudeste,SP,183447,1,3,B,Sudeste,ASP,Interior,Centro Local
2025-02-28,Brasil,Mottu Ubatuba,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,6,0,0,,,,,,212,Ubatuba,Sudeste,SP,97382,1,2,C,Sudeste,ASP,Interior,Centro Local
2025-02-28,Brasil,Mottu Jaú,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,239,Jaú,Sudeste,SP,132351,1,2,C,Sudeste,ASP,Interior,Centro Local
2025-04-30,Brasil,Mottu Americana - Bicudo Motos,15,15,0,0,17,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,7,0,0,,,,,,97,Americana,Sudeste,SP,243674,1,3,B,Sudeste,ASP,Interior,Centro Local
2025-04-30,Brasil,Mottu São João de Meriti,3,3,0,0,6,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,6,0,0,,,,,,314,São João de Meriti,Sudeste,RJ,393773,1,4,A,Sudeste,ASP,Interior,Centro Local
2025-12-31,México,Mottu Los Reyes - Armado,7,7,0,0,122,115,0,0,115,115,0,0,0,0,0,0,0,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,,,,,,,,,,,,,,,,,,,Outros,Interior,Centro Local
2025-12-31,Brasil,Mottu Uberaba,674,381,183,110,839,64,46,55,73,58,11,4,77,1,31,45,1,0,1,0,0,0,0,0,0,0,14,5,2,7,4,0,2,,31,24,19,33,212,,,,78,Uberaba,Sudeste,MG,359090,0,4,A,Sudeste,Filial Mottu,Interior,Centro Local
2025-12-31,Brasil,Mottu São Miguel,3380,891,383,2106,4086,144,48,515,33,11,3,19,361,0,46,315,124,0,2,484,381,85,18,8,79,4,196,20,17,156,7,0,80,2,58,105,210,362,1937,,,,13,São Paulo,Sudeste,SP,12200180,0,5,S,São Paulo (Capital),Filial Mottu,Capital,Centro Local
2025-12-31,Brasil,Mottu Camaçari,1123,851,110,162,1284,77,20,65,74,66,4,4,39,0,9,30,0,0,1,0,0,0,0,0,1,0,38,5,2,31,11,0,80,79,83,17,11,31,471,,,,173,Camaçari,Nordeste,BA,334195,0,4,A,Nordeste,Filial Mottu,Interior,Centro Local
2025-12-31,Brasil,Mottu Teixeira de Freitas,385,334,50,1,493,71,36,1,65,53,12,0,15,0,14,1,0,0,1,0,0,0,0,0,1,0,10,1,2,7,18,0,,,41,28,0,22,23,,,,284,Teixeira de Freitas,Nordeste,BA,147454,0,2,C,Nordeste,Filial Mottu,Interior,Centro Local
2025-12-31,Brasil,Mottu Ipatinga,167,89,50,28,333,127,14,25,59,46,5,8,22,1,7,14,0,0,1,0,0,0,0,0,0,0,85,1,0,84,0,0,,,8,17,13,18,36,,,,55,Ipatinga,Sudeste,MG,211094,0,3,B,Sudeste,Filial Mottu,Interior,Centro Local
2025-12-31,Brasil,Mottu Caldas Novas,10,9,1,0,12,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,,,,,,262,Caldas Novas,Centro-oeste,GO,93483,1,2,C,Centro-oeste,ASP,Interior,Centro Local
2025-12-31,Brasil,Mottu Lagarto,117,82,6,29,163,30,2,14,30,22,2,6,7,0,0,7,0,0,1,0,0,0,0,0,0,6,3,0,0,3,0,0,,,11,1,13,3,27,,,,462,Lagarto,Nordeste,SE,101642,0,2,C,Nordeste,Filial Mottu,Interior,Centro Local
2025-12-31,Brasil,Mottu Peruíbe,61,51,2,8,81,17,2,1,16,16,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,11,1,8,1,0,,,,326,Peruíbe,Sudeste,SP,69321,1,1,D,Sudeste,ASP,Interior,Centro Local
2025-11-30,Brasil,Mottu Crato,235,166,37,32,275,33,3,4,31,30,1,0,4,0,0,4,0,0,1,0,0,0,0,0,0,3,2,0,1,1,0,0,,,18,13,11,21,28,,,,295,Crato,Nordeste,CE,130858,0,2,C,Nordeste,Filial Mottu,Interior,Centro Local
2025-11-30,México,Mottu Querétaro,504,290,37,177,629,20,69,36,42,20,16,6,9,0,4,5,0,4,1,0,0,0,0,0,3,0,74,14,3,57,0,0,,,43,23,12,28,382,,,,,,,,,,,,,Outros,Interior,Centro Local
2025-11-30,Brasil,Mottu Taboão,2137,552,181,1404,2785,156,111,384,165,70,54,41,214,0,26,188,0,0,3,455,270,126,59,0,96,6,188,11,12,164,80,0,,3,40,83,205,427,1151,,,,35,Taboão da Serra,Sudeste,SP,283419,0,4,A,Sudeste,Filial Mottu,Interior,Centro Local
2025-11-30,Brasil,Mottu Vila Isabel,421,383,32,6,561,97,21,23,13,9,3,1,32,0,11,21,80,0,0,0,0,0,0,0,0,1,10,0,5,5,5,0,80,69,70,22,24,4,22,,,,225,Rio de Janeiro,Sudeste,RJ,6625849,0,5,S,Rio de Janeiro (Capital),Filial Mottu,Capital,Centro Local
2025-11-30,México,Mottu Mérida,208,156,26,26,286,40,37,1,53,36,16,1,16,0,16,0,0,372,1,0,0,0,0,0,0,4,5,2,0,3,0,0,,,57,24,2,32,108,,,,,,,,,,,,,Outros,Interior,Centro Local
2025-11-30,Brasil,Mottu Bragança,424,380,29,15,567,110,14,19,50,25,6,19,4,0,4,0,1,0,1,0,0,0,0,0,1,6,4,2,1,1,78,0,80,38,18,12,14,21,54,,,,238,Bragança,Norte,PA,121793,0,2,C,Norte,Filial Mottu,Interior,Centro Local
2025-11-30,Brasil,Mottu Capanema,25,19,1,5,26,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,13,3,0,5,,,,,,480,Capanema,Norte,PA,70321,1,1,D,Norte,ASP,Interior,Centro Local
2025-11-30,Brasil,Mottu Lins,51,51,0,0,53,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,9,0,0,,,,,,242,Lins,Sudeste,SP,74068,1,1,D,Sudeste,ASP,Interior,Centro Local
2025-11-30,Brasil,Mottu Mãe do Rio,1,1,0,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,483,Mãe do Rio,Norte,PA,34566,1,1,D,Norte,ASP,Interior,Centro Local
2025-11-30,Brasil,Mottu Limoeiro do Norte,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,,,,,,,,395,Limoeiro do Norte,Nordeste,CE,59515,1,1,D,Nordeste,ASP,Interior,Centro Local
2025-05-31,Brasil,Mottu Vitória da Conquista,333,265,40,28,475,129,12,1,25,14,10,1,1,0,1,0,79,0,1,0,0,0,0,0,0,4,1,0,0,1,32,0,79,74,42,3,0,10,102,,,,80,Vitória da Conquista,Nordeste,BA,387524,0,4,A,Nordeste,Filial Mottu,Interior,Centro Local
2025-05-31,Brasil,Mottu Itapipoca,5,5,0,0,163,158,0,0,32,32,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,45,0,0,45,1,0,80,61,5,0,0,,,,,,357,Itapipoca,Nordeste,CE,132711,0,2,C,Nordeste,Filial Mottu,Interior,Centro Local
2025-05-31,Brasil,Mottu Pindamonhangaba,58,55,1,2,197,136,2,1,57,55,2,0,4,1,1,2,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,33,56,0,7,2,0,,,,311,Pindamonhangaba,Sudeste,SP,164932,0,3,B,Sudeste,Filial Mottu,Interior,Centro Local
2025-05-31,Brasil,Mottu Bebedouro,22,22,0,0,30,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,0,0,,,,,,214,Bebedouro,Sudeste,SP,75709,1,1,D,Sudeste,ASP,Interior,Centro Local
2025-05-31,Brasil,Mottu Cianorte,4,4,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,4,0,0,,,,,,229,Cianorte,Sul,PR,82232,1,2,C,Sul,ASP,Interior,Centro Local
2025-05-31,Brasil,Mottu Nossa Senhora do Socorro - DS Motos,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,0,0,,,,,,361,Nossa Senhora do Socorro,Nordeste,SE,192375,1,3,B,Nordeste,ASP,Interior,Centro Local
2025-08-31,Brasil,Mottu Itajaí,520,446,59,15,626,72,27,7,83,61,19,3,7,0,5,2,0,0,2,0,0,0,0,0,1,12,5,0,0,4,0,0,80,92,91,31,12,34,95,,,,111,Itajaí,Sul,SC,291169,0,4,A,Sul,Filial Mottu,Interior,Centro Local
2025-08-31,Brasil,Mottu Matão,128,127,1,0,141,11,2,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,52,40,2,0,,,,,,273,Matão,Sudeste,SP,77149,1,1,D,Sudeste,ASP,Interior,Centro Local
2025-08-31,Brasil,Mottu São José,13,13,0,0,16,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,0,0,,,,,,305,São José,Sul,SC,287409,1,4,A,Sul,ASP,Interior,Centro Local
2025-08-31,Brasil,Mottu Suzano,95,94,1,0,106,9,2,0,8,8,0,0,1,0,1,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0,1,0,,8,21,0,0,,,,,,187,Suzano,Sudeste,SP,330710,1,4,A,Sudeste,ASP,Interior,Centro Local
2025-08-31,Brasil,Mottu Pouso Alegre - PA Motos,25,25,0,0,28,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,9,0,0,,,,,,293,Pouso Alegre,Sudeste,MG,162028,1,3,B,Sudeste,ASP,Interior,Centro Local
2025-08-31,Brasil,Mottu Abreu e Lima,47,47,0,0,52,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,27,0,0,,,,,,328,Abreu e Lima,Nordeste,PE,99331,1,2,C,Nordeste,ASP,Interior,Centro Local
2025-08-31,Brasil,Mottu Andradas,19,18,1,0,25,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,19,1,0,,,,,,445,Andradas,Sudeste,MG,40522,1,1,D,Sudeste,ASP,Interior,Centro Local
2025-08-31,Brasil,Quiosque Shopping Campinas ,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,184,Campinas,Sudeste,SP,1170247,1,5,S,Sudeste,ASP,Interior,Centro Local
2026-01-31,Brasil,Mottu Manaus,1717,605,153,959,2360,80,54,509,60,3,19,38,367,0,25,342,54,0,3,513,372,27,114,0,19,0,135,1,12,122,32,0,85,57,21,33,79,192,1017,,,,5,Manaus,Norte,AM,2054731,0,5,S,Norte,Filial Mottu,Capital,Centro Local
2026-01-31,Brasil,Mottu Mogi Mirim,47,43,4,0,51,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,12,3,0,3,0,,,,411,Mogi Mirim,Sudeste,SP,90997,1,2,C,Sudeste,ASP,Interior,Centro Local
2026-01-31,Brasil,Mottu Açailândia,8,8,0,0,30,16,3,3,22,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,,,,,,529,Açailândia,Nordeste,MA,107263,1,2,C,Nordeste,ASP,Interior,Centro Local
2026-01-31,Brasil,Mottu Caicó,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,574,Caicó,Nordeste,RN,61160,1,1,D,Nordeste,ASP,Interior,Centro Local
2026-01-31,Brasil,Mottu Toledo,52,46,6,0,117,56,9,0,58,56,2,0,7,0,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,11,3,0,3,0,,,,463,Toledo,Sul,PR,156123,0,3,B,Sul,Filial Mottu,Interior,Centro Local
2026-01-31,Brasil,Mottu Horizonte,5,5,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,4,0,0,,,,,,580,Horizonte,Nordeste,CE,69999,1,1,D,Nordeste,ASP,Interior,Centro Local
2026-01-31,Brasil,Mottu Pedra Branca,4,4,0,0,6,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,,,,,,391,Pedra Branca,Nordeste,CE,37661,1,1,D,Nordeste,ASP,Interior,Centro Local
2026-01-31,Brasil,Mottu Nova Friburgo - Pimenta Motos,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,316,Nova Friburgo,Sudeste,RJ,204625,1,3,B,Sudeste,ASP,Interior,Centro Local
2025-09-30,México,Mottu Guadalajara Centro,523,320,0,203,698,5,140,30,22,3,15,4,84,0,65,19,0,26,3,0,0,0,0,0,0,1,69,32,0,36,0,0,,,47,0,33,50,394,,,,,,,,,,,,,Outros,Interior,Centro Local
2025-09-30,México,Mottu Edomex Coacalco,16,12,0,4,42,9,10,7,20,9,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,,,16,0,5,6,0,,,,,,,,,,,,,Outros,Interior,Centro Local
2025-09-30,Brasil,Mottu Araras,22,22,0,0,37,15,0,0,14,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,7,0,0,,,,,,160,Araras,Sudeste,SP,131300,1,2,C,Sudeste,ASP,Interior,Centro Local
2025-09-30,Brasil,Mottu Gravataí,19,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,12,0,0,,,,,,446,Gravataí,Sul,RS,279205,1,4,A,Sul,ASP,Interior,Centro Local
2025-09-30,Brasil,Mottu Patos de Minas - Moto's Shop,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,216,Patos de Minas,Sudeste,MG,159434,1,3,B,Sudeste,ASP,Interior,Centro Local
2025-09-30,Brasil,Mottu Pombal,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,371,Pombal,Nordeste,PB,32499,1,1,D,Nordeste,ASP,Interior,Centro Local
2025-09-30,Brasil,Mottu Bom Jesus da Lapa,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,348,Bom Jesus da Lapa,Nordeste,BA,74040,1,1,D,Nordeste,ASP,Interior,Centro Local
